v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_v2,tokens,tokens_nostop,tokens_stemmed,tokens_lemmatized
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",,,,sorry i cant text amp drive coherently see you in twenty,"['sorry', 'i', 'cant', 'text', 'amp', 'drive', 'coherently', 'see', 'you', 'in', 'twenty']","['sorry', 'cant', 'text', 'amp', 'drive', 'coherently', 'see', 'twenty']","['sorri', 'cant', 'text', 'amp', 'drive', 'coher', 'see', 'twenti']","['sorri', 'cant', 'text', 'amp', 'drive', 'coher', 'see', 'twenti']"
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,,,,you will be receiving this weeks triple echo ringtone shortly enjoy it,"['you', 'will', 'be', 'receiving', 'this', 'weeks', 'triple', 'echo', 'ringtone', 'shortly', 'enjoy', 'it']","['receiving', 'weeks', 'triple', 'echo', 'ringtone', 'shortly', 'enjoy']","['receiv', 'week', 'tripl', 'echo', 'rington', 'shortli', 'enjoy']","['receiv', 'week', 'tripl', 'echo', 'rington', 'shortli', 'enjoy']"
ham,In which place i can get rooms cheap:-),,,,in which place i can get rooms cheap,"['in', 'which', 'place', 'i', 'can', 'get', 'rooms', 'cheap']","['place', 'get', 'rooms', 'cheap']","['place', 'get', 'room', 'cheap']","['place', 'get', 'room', 'cheap']"
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,,,,eek thats a lot of time especially since american pie is like minutes long i cant stop singing it,"['eek', 'thats', 'a', 'lot', 'of', 'time', 'especially', 'since', 'american', 'pie', 'is', 'like', 'minutes', 'long', 'i', 'cant', 'stop', 'singing', 'it']","['eek', 'thats', 'lot', 'time', 'especially', 'since', 'american', 'pie', 'like', 'minutes', 'long', 'cant', 'stop', 'singing']","['eek', 'that', 'lot', 'time', 'especi', 'sinc', 'american', 'pie', 'like', 'minut', 'long', 'cant', 'stop', 'sing']","['eek', 'that', 'lot', 'time', 'especi', 'sinc', 'american', 'pie', 'like', 'minut', 'long', 'cant', 'stop', 'sing']"
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",,,,gran onlyfound out afew days agocusoon honi,"['gran', 'onlyfound', 'out', 'afew', 'days', 'agocusoon', 'honi']","['gran', 'onlyfound', 'afew', 'days', 'agocusoon', 'honi']","['gran', 'onlyfound', 'afew', 'day', 'agocusoon', 'honi']","['gran', 'onlyfound', 'afew', 'day', 'agocusoon', 'honi']"
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",,,,uve been selected to stay in of top british hotels for nothing holiday valued at å dial to claim national rate call bx swss,"['uve', 'been', 'selected', 'to', 'stay', 'in', 'of', 'top', 'british', 'hotels', 'for', 'nothing', 'holiday', 'valued', 'at', 'å', 'dial', 'to', 'claim', 'national', 'rate', 'call', 'bx', 'swss']","['uve', 'selected', 'stay', 'top', 'british', 'hotels', 'nothing', 'holiday', 'valued', 'å', 'dial', 'claim', 'national', 'rate', 'call', 'bx', 'swss']","['uve', 'select', 'stay', 'top', 'british', 'hotel', 'noth', 'holiday', 'valu', 'å', 'dial', 'claim', 'nation', 'rate', 'call', 'bx', 'swss']","['uve', 'select', 'stay', 'top', 'british', 'hotel', 'noth', 'holiday', 'valu', 'å', 'dial', 'claim', 'nation', 'rate', 'call', 'bx', 'swss']"
ham,University of southern california.,,,,university of southern california,"['university', 'of', 'southern', 'california']","['university', 'southern', 'california']","['univers', 'southern', 'california']","['univers', 'southern', 'california']"
ham,We have to pick rayan macleran there.,,,,we have to pick rayan macleran there,"['we', 'have', 'to', 'pick', 'rayan', 'macleran', 'there']","['pick', 'rayan', 'macleran']","['pick', 'rayan', 'macleran']","['pick', 'rayan', 'macleran']"
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,,,,u gd lor go shopping i got stuff to do u wan watch infernal affairs a not come lar,"['u', 'gd', 'lor', 'go', 'shopping', 'i', 'got', 'stuff', 'to', 'do', 'u', 'wan', 'watch', 'infernal', 'affairs', 'a', 'not', 'come', 'lar']","['u', 'gd', 'lor', 'go', 'shopping', 'got', 'stuff', 'u', 'wan', 'watch', 'infernal', 'affairs', 'come', 'lar']","['u', 'gd', 'lor', 'go', 'shop', 'got', 'stuff', 'u', 'wan', 'watch', 'infern', 'affair', 'come', 'lar']","['u', 'gd', 'lor', 'go', 'shop', 'got', 'stuff', 'u', 'wan', 'watch', 'infern', 'affair', 'come', 'lar']"
ham,Well. Balls. Time to make calls,,,,well balls time to make calls,"['well', 'balls', 'time', 'to', 'make', 'calls']","['well', 'balls', 'time', 'make', 'calls']","['well', 'ball', 'time', 'make', 'call']","['well', 'ball', 'time', 'make', 'call']"
ham,Wat time Ì_ wan today?,,,,wat time ì_ wan today,"['wat', 'time', 'ì_', 'wan', 'today']","['wat', 'time', 'ì_', 'wan', 'today']","['wat', 'time', 'ì_', 'wan', 'today']","['wat', 'time', 'ì_', 'wan', 'today']"
ham, &lt;#&gt;  in mca. But not conform.,,,,ltgt in mca but not conform,"['ltgt', 'in', 'mca', 'but', 'not', 'conform']","['ltgt', 'mca', 'conform']","['ltgt', 'mca', 'conform']","['ltgt', 'mca', 'conform']"
ham,Oh ok.. Wat's ur email?,,,,oh ok wats ur email,"['oh', 'ok', 'wats', 'ur', 'email']","['oh', 'ok', 'wats', 'ur', 'email']","['oh', 'ok', 'wat', 'ur', 'email']","['oh', 'ok', 'wat', 'ur', 'email']"
ham,"Yes, princess. Are you going to make me moan?",,,,yes princess are you going to make me moan,"['yes', 'princess', 'are', 'you', 'going', 'to', 'make', 'me', 'moan']","['yes', 'princess', 'going', 'make', 'moan']","['ye', 'princess', 'go', 'make', 'moan']","['ye', 'princess', 'go', 'make', 'moan']"
ham,Lol its ok I didn't remember til last nite,,,,lol its ok i didnt remember til last nite,"['lol', 'its', 'ok', 'i', 'didnt', 'remember', 'til', 'last', 'nite']","['lol', 'ok', 'didnt', 'remember', 'til', 'last', 'nite']","['lol', 'ok', 'didnt', 'rememb', 'til', 'last', 'nite']","['lol', 'ok', 'didnt', 'rememb', 'til', 'last', 'nite']"
ham,"[Û_] anyway, many good evenings to u! s",,,,û_ anyway many good evenings to u s,"['û_', 'anyway', 'many', 'good', 'evenings', 'to', 'u', 's']","['û_', 'anyway', 'many', 'good', 'evenings', 'u']","['û_', 'anyway', 'mani', 'good', 'even', 'u']","['û_', 'anyway', 'mani', 'good', 'even', 'u']"
ham,"Cool, I'll text you in a few",,,,cool ill text you in a few,"['cool', 'ill', 'text', 'you', 'in', 'a', 'few']","['cool', 'ill', 'text']","['cool', 'ill', 'text']","['cool', 'ill', 'text']"
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",,,,sorry vikky im watching olave mandara movie kano in trishul theatre wit my frnds,"['sorry', 'vikky', 'im', 'watching', 'olave', 'mandara', 'movie', 'kano', 'in', 'trishul', 'theatre', 'wit', 'my', 'frnds']","['sorry', 'vikky', 'im', 'watching', 'olave', 'mandara', 'movie', 'kano', 'trishul', 'theatre', 'wit', 'frnds']","['sorri', 'vikki', 'im', 'watch', 'olav', 'mandara', 'movi', 'kano', 'trishul', 'theatr', 'wit', 'frnd']","['sorri', 'vikki', 'im', 'watch', 'olav', 'mandara', 'movi', 'kano', 'trishul', 'theatr', 'wit', 'frnd']"
ham,I'm very happy for you babe ! Woo hoo party on dude!,,,,im very happy for you babe woo hoo party on dude,"['im', 'very', 'happy', 'for', 'you', 'babe', 'woo', 'hoo', 'party', 'on', 'dude']","['im', 'happy', 'babe', 'woo', 'hoo', 'party', 'dude']","['im', 'happi', 'babe', 'woo', 'hoo', 'parti', 'dude']","['im', 'happi', 'babe', 'woo', 'hoo', 'parti', 'dude']"
ham,I am taking you for italian food. How about a pretty dress with no panties? :),,,,i am taking you for italian food how about a pretty dress with no panties,"['i', 'am', 'taking', 'you', 'for', 'italian', 'food', 'how', 'about', 'a', 'pretty', 'dress', 'with', 'no', 'panties']","['taking', 'italian', 'food', 'pretty', 'dress', 'panties']","['take', 'italian', 'food', 'pretti', 'dress', 'panti']","['take', 'italian', 'food', 'pretti', 'dress', 'panti']"
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,,,,wot u up thout u were gonna call me txt bak luv k,"['wot', 'u', 'up', 'thout', 'u', 'were', 'gonna', 'call', 'me', 'txt', 'bak', 'luv', 'k']","['wot', 'u', 'thout', 'u', 'gonna', 'call', 'txt', 'bak', 'luv', 'k']","['wot', 'u', 'thout', 'u', 'gonna', 'call', 'txt', 'bak', 'luv', 'k']","['wot', 'u', 'thout', 'u', 'gonna', 'call', 'txt', 'bak', 'luv', 'k']"
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,,you are chosen to receive a å award pls call claim number to collect your award which you are selected to receive as a valued mobile customer,"['you', 'are', 'chosen', 'to', 'receive', 'a', 'å', 'award', 'pls', 'call', 'claim', 'number', 'to', 'collect', 'your', 'award', 'which', 'you', 'are', 'selected', 'to', 'receive', 'as', 'a', 'valued', 'mobile', 'customer']","['chosen', 'receive', 'å', 'award', 'pls', 'call', 'claim', 'number', 'collect', 'award', 'selected', 'receive', 'valued', 'mobile', 'customer']","['chosen', 'receiv', 'å', 'award', 'pl', 'call', 'claim', 'number', 'collect', 'award', 'select', 'receiv', 'valu', 'mobil', 'custom']","['chosen', 'receiv', 'å', 'award', 'pl', 'call', 'claim', 'number', 'collect', 'award', 'select', 'receiv', 'valu', 'mobil', 'custom']"
ham,How are you holding up?,,,,how are you holding up,"['how', 'are', 'you', 'holding', 'up']",['holding'],['hold'],['hold']
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,,,,dont flatter yourself tell that man of mine two pints of carlin in ten minutes please,"['dont', 'flatter', 'yourself', 'tell', 'that', 'man', 'of', 'mine', 'two', 'pints', 'of', 'carlin', 'in', 'ten', 'minutes', 'please']","['dont', 'flatter', 'tell', 'man', 'mine', 'two', 'pints', 'carlin', 'ten', 'minutes', 'please']","['dont', 'flatter', 'tell', 'man', 'mine', 'two', 'pint', 'carlin', 'ten', 'minut', 'pleas']","['dont', 'flatter', 'tell', 'man', 'mine', 'two', 'pint', 'carlin', 'ten', 'minut', 'plea']"
ham,Hope you are not scared!,,,,hope you are not scared,"['hope', 'you', 'are', 'not', 'scared']","['hope', 'scared']","['hope', 'scare']","['hope', 'scare']"
ham,I cant pick the phone right now. Pls send a message,,,,i cant pick the phone right now pls send a message,"['i', 'cant', 'pick', 'the', 'phone', 'right', 'now', 'pls', 'send', 'a', 'message']","['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']","['cant', 'pick', 'phone', 'right', 'pl', 'send', 'messag']","['cant', 'pick', 'phone', 'right', 'pl', 'send', 'messag']"
ham,I'm at home n ready...,,,,im at home n ready,"['im', 'at', 'home', 'n', 'ready']","['im', 'home', 'n', 'ready']","['im', 'home', 'n', 'readi']","['im', 'home', 'n', 'readi']"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,,please call our customer service representative on freephone between ampm as you have won a guaranteed å cash or å prize,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'freephone', 'between', 'ampm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', 'å', 'cash', 'or', 'å', 'prize']","['please', 'call', 'customer', 'service', 'representative', 'freephone', 'ampm', 'guaranteed', 'å', 'cash', 'å', 'prize']","['pleas', 'call', 'custom', 'servic', 'repres', 'freephon', 'ampm', 'guarante', 'å', 'cash', 'å', 'prize']","['plea', 'call', 'custom', 'servic', 'repres', 'freephon', 'ampm', 'guarante', 'å', 'cash', 'å', 'prize']"
ham,What time do u get out?,,,,what time do u get out,"['what', 'time', 'do', 'u', 'get', 'out']","['time', 'u', 'get']","['time', 'u', 'get']","['time', 'u', 'get']"
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,,,,i am literally in bed and have been up for like ltgt hours,"['i', 'am', 'literally', 'in', 'bed', 'and', 'have', 'been', 'up', 'for', 'like', 'ltgt', 'hours']","['literally', 'bed', 'like', 'ltgt', 'hours']","['liter', 'bed', 'like', 'ltgt', 'hour']","['liter', 'bed', 'like', 'ltgt', 'hour']"
ham,"Yes, my reg is  Ciao!",,,,yes my reg is ciao,"['yes', 'my', 'reg', 'is', 'ciao']","['yes', 'reg', 'ciao']","['ye', 'reg', 'ciao']","['ye', 'reg', 'ciao']"
ham,If You mean the website. Yes.,,,,if you mean the website yes,"['if', 'you', 'mean', 'the', 'website', 'yes']","['mean', 'website', 'yes']","['mean', 'websit', 'ye']","['mean', 'websit', 'ye']"
spam,Win a å£1000 cash prize or a prize worth å£5000,,,,win a å cash prize or a prize worth å,"['win', 'a', 'å', 'cash', 'prize', 'or', 'a', 'prize', 'worth', 'å']","['win', 'å', 'cash', 'prize', 'prize', 'worth', 'å']","['win', 'å', 'cash', 'prize', 'prize', 'worth', 'å']","['win', 'å', 'cash', 'prize', 'prize', 'worth', 'å']"
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",,,,thanks for your ringtone order reference number xyour mobile will be charged should your tone not arrive please call customer services,"['thanks', 'for', 'your', 'ringtone', 'order', 'reference', 'number', 'xyour', 'mobile', 'will', 'be', 'charged', 'should', 'your', 'tone', 'not', 'arrive', 'please', 'call', 'customer', 'services']","['thanks', 'ringtone', 'order', 'reference', 'number', 'xyour', 'mobile', 'charged', 'tone', 'arrive', 'please', 'call', 'customer', 'services']","['thank', 'rington', 'order', 'refer', 'number', 'xyour', 'mobil', 'charg', 'tone', 'arriv', 'pleas', 'call', 'custom', 'servic']","['thank', 'rington', 'order', 'refer', 'number', 'xyour', 'mobil', 'charg', 'tone', 'arriv', 'plea', 'call', 'custom', 'servic']"
ham,Lol or I could just starve and lose a pound by the end of the day.,,,,lol or i could just starve and lose a pound by the end of the day,"['lol', 'or', 'i', 'could', 'just', 'starve', 'and', 'lose', 'a', 'pound', 'by', 'the', 'end', 'of', 'the', 'day']","['lol', 'could', 'starve', 'lose', 'pound', 'end', 'day']","['lol', 'could', 'starv', 'lose', 'pound', 'end', 'day']","['lol', 'could', 'starv', 'lose', 'pound', 'end', 'day']"
ham,Yeah that's the impression I got,,,,yeah thats the impression i got,"['yeah', 'thats', 'the', 'impression', 'i', 'got']","['yeah', 'thats', 'impression', 'got']","['yeah', 'that', 'impress', 'got']","['yeah', 'that', 'impress', 'got']"
ham,Ok ok take care. I can understand.,,,,ok ok take care i can understand,"['ok', 'ok', 'take', 'care', 'i', 'can', 'understand']","['ok', 'ok', 'take', 'care', 'understand']","['ok', 'ok', 'take', 'care', 'understand']","['ok', 'ok', 'take', 'care', 'understand']"
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",,,,motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl,"['motivate', 'behind', 'every', 'darkness', 'there', 'is', 'a', 'shining', 'light', 'waiting', 'for', 'you', 'to', 'find', 'it', 'behind', 'every', 'best', 'friend', 'there', 'is', 'always', 'trust', 'and', 'love', 'bslvyl']","['motivate', 'behind', 'every', 'darkness', 'shining', 'light', 'waiting', 'find', 'behind', 'every', 'best', 'friend', 'always', 'trust', 'love', 'bslvyl']","['motiv', 'behind', 'everi', 'dark', 'shine', 'light', 'wait', 'find', 'behind', 'everi', 'best', 'friend', 'alway', 'trust', 'love', 'bslvyl']","['motiv', 'behind', 'everi', 'dark', 'shine', 'light', 'wait', 'find', 'behind', 'everi', 'best', 'friend', 'alway', 'trust', 'love', 'bslvyl']"
ham,"Ya ok, then had dinner?",,,,ya ok then had dinner,"['ya', 'ok', 'then', 'had', 'dinner']","['ya', 'ok', 'dinner']","['ya', 'ok', 'dinner']","['ya', 'ok', 'dinner']"
ham,I was slept that time.you there?,,,,i was slept that timeyou there,"['i', 'was', 'slept', 'that', 'timeyou', 'there']","['slept', 'timeyou']","['slept', 'timey']","['slept', 'timey']"
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,,,,dont make ne plans for nxt wknd coz she wants us to come down then ok,"['dont', 'make', 'ne', 'plans', 'for', 'nxt', 'wknd', 'coz', 'she', 'wants', 'us', 'to', 'come', 'down', 'then', 'ok']","['dont', 'make', 'ne', 'plans', 'nxt', 'wknd', 'coz', 'wants', 'us', 'come', 'ok']","['dont', 'make', 'ne', 'plan', 'nxt', 'wknd', 'coz', 'want', 'us', 'come', 'ok']","['dont', 'make', 'ne', 'plan', 'nxt', 'wknd', 'coz', 'want', 'u', 'come', 'ok']"
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,,,,when is school starting where will you stay whats the weather like and the food do you have a social support system like friends in the school all these things are important,"['when', 'is', 'school', 'starting', 'where', 'will', 'you', 'stay', 'whats', 'the', 'weather', 'like', 'and', 'the', 'food', 'do', 'you', 'have', 'a', 'social', 'support', 'system', 'like', 'friends', 'in', 'the', 'school', 'all', 'these', 'things', 'are', 'important']","['school', 'starting', 'stay', 'whats', 'weather', 'like', 'food', 'social', 'support', 'system', 'like', 'friends', 'school', 'things', 'important']","['school', 'start', 'stay', 'what', 'weather', 'like', 'food', 'social', 'support', 'system', 'like', 'friend', 'school', 'thing', 'import']","['school', 'start', 'stay', 'what', 'weather', 'like', 'food', 'social', 'support', 'system', 'like', 'friend', 'school', 'thing', 'import']"
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",,,,ha ha nan yalrigu heltiniiyo kothi chikku u shared many things wit meso far i didnt told any body and even uttered a word abt u if ur trusting me so much how can i tell these to others plz nxt time dont use those words to meok chikkub,"['ha', 'ha', 'nan', 'yalrigu', 'heltiniiyo', 'kothi', 'chikku', 'u', 'shared', 'many', 'things', 'wit', 'meso', 'far', 'i', 'didnt', 'told', 'any', 'body', 'and', 'even', 'uttered', 'a', 'word', 'abt', 'u', 'if', 'ur', 'trusting', 'me', 'so', 'much', 'how', 'can', 'i', 'tell', 'these', 'to', 'others', 'plz', 'nxt', 'time', 'dont', 'use', 'those', 'words', 'to', 'meok', 'chikkub']","['ha', 'ha', 'nan', 'yalrigu', 'heltiniiyo', 'kothi', 'chikku', 'u', 'shared', 'many', 'things', 'wit', 'meso', 'far', 'didnt', 'told', 'body', 'even', 'uttered', 'word', 'abt', 'u', 'ur', 'trusting', 'much', 'tell', 'others', 'plz', 'nxt', 'time', 'dont', 'use', 'words', 'meok', 'chikkub']","['ha', 'ha', 'nan', 'yalrigu', 'heltiniiyo', 'kothi', 'chikku', 'u', 'share', 'mani', 'thing', 'wit', 'meso', 'far', 'didnt', 'told', 'bodi', 'even', 'utter', 'word', 'abt', 'u', 'ur', 'trust', 'much', 'tell', 'other', 'plz', 'nxt', 'time', 'dont', 'use', 'word', 'meok', 'chikkub']","['ha', 'ha', 'nan', 'yalrigu', 'heltiniiyo', 'kothi', 'chikku', 'u', 'share', 'mani', 'thing', 'wit', 'meso', 'far', 'didnt', 'told', 'bodi', 'even', 'utter', 'word', 'abt', 'u', 'ur', 'trust', 'much', 'tell', 'other', 'plz', 'nxt', 'time', 'dont', 'use', 'word', 'meok', 'chikkub']"
